friendly,5
section,5
of,5
Queen,5
Anne,0
A,5
leafy,5
green,5
1,5
that,5
puts,5
the,5
best,5
of,5
Seattle,5
at,5
your,5
doorstep,5
Free,5
WiFi,5
free,5
parking,5
even,5
free,5
pillows,5
What,5
s,5
special,5
about,5
this,5
place,5
A,5
beautiful,5
restoration,5
mixing,5
period,5
details,5
modern,5
sensibilities,5
Hardwood,5
floors,5
throughout,5
white,5
subway,5
tile,5
low,5
no,5
VOCs,5
non,5
toxic,5
paints,5
keep,5
this,5
home,5
away,5
from,5
home,5
clean,5
smart,5
and,5
healthy,5
Radiant,5
heat,5
and,5
oil,5
radiators,5
mean,5
no,5
blowing,5
hot,5
air,5
or,5
dust,5
Hypo,5
allergenic,5
bedding,5
mattresses,5
covers,5
and,5
new,5
pillows,5
with,5
each,5
rental,5
That,5
s,5
right,5
they,5
re,5
yours,5
to,5
keep,5
so,5
feel,5
free,5
to,5
take,5
your,5
new,5
pillows,5
with,5
you,5
More,5
on,5
this,5
below,5
Great,5
Amenities,5
Free,5
WiFi,5
internet,5
TV,5
LED,5
flatscreen,5
Fully,5
equipped,5
kitchen,3
with,5
stainless,5
steel,5
appliances,5
sink,5
disposal,5
Large,5
washer,5
dryer,5
Iron,5
ironing,5
board,5
Hairdryer,5
Plenty,5
of,5
storage,5
Convenient,5
parking,5
both,5
on,5
and,5
off,5
street,5
The,5
Best,5
1,5
Enjoy,5
Seattle,5
s,5
celebrat,5
Queen,5
Anne,0
Hill,0
is,5
a,5
charming,5
neighborhood,5
with,5
historic,5
old,5
homes,5
located,5
just,5
up,5
the,5
hill,5
from,5
The,5
Seattle,5
Center,5
close,5
enough,5
to,5
be,5
convenient,5
to,5
everything,5
yet,5
just,5
far,5
enough,5
away,5
from,5
the,5
traffic,5
hubbub,5
and,5
commotion,5
of,5
downtown,5
Be,5
close,5
to,5
everything,5
Queen,5
Anne,0
Hill,0
is,5
a,5
charming,5
neighborhood,5
with,5
historic,5
old,5
homes,5
located,5
just,5
up,5
the,5
hill,5
from,5
The,5
Seattle,5
Center,5
close,5
enough,5
to,5
be,5
convenient,5
to,5
everything,5
yet,5
just,5
far,5
enough,5
away,5
from,5
the,5
traffic,5
hubbub,5
and,5
commotion,5
of,5
downtown,5
Your,5
basement,5
apartment,5
in,5
our,5
home,5
on,5
Queen,5
Anne,0
Hill,0
is,5
just,5
minutes,5
from,5
The,5
Seattle,5
Center,5
The,5
Space,5
needle,5
Pacific,5
Science,5
Center,5
IMAX,5
Theater,5
Experience,5
Music,5
Project,5
International,5
Fountain,5
Seattle,5
Repertory,5
Theater,5
Pacific,5
Northwest,5
Ballet,5
Seattle,5
Children,5
s,5
Theater,5
and,5
the,5
Gates,5
Foundation,5
complex,5
next,5
door,5
Eileen,0
walked,5
home,5
from,5
work,5
every,5
evening,5
right,5
past,5
the,5
Seattle,5
Center,5
Plus,5
Seattle,5
Pacific,5
University,5
is,5
on,5
the,5
other,5
end,5
of,5
The,5
Hill,0
Your,5
private,5
basement,3
apar,5
Beautifully,5
furnished,5
cozy,5
1,5
bedroom,3
mid,5
century,5
modern,5
Craftsman,5
house,5
in,5
Upper,5
Queen,5
Anne,0
850,5
sqft,5
queen,5
sz,5
bed,3
large,5
closet,5
huge,5
dining,5
table,5
comfy,5
living,5
room,3
bathtub,5
fully,5
furnished,5
kitchen,3
outdoor,5
patio,5
VERY,5
walkable,5
neighborhood,5
Beautiful,5
home,5
in,5
an,5
extremely,5
walkable,5
neighborhood,5
with,5
restaurants,5
coffee,5
shops,5
bars,5
stores,5
Just,5
blocks,5
away,5
from,5
bus,5
stops,5
Convenient,5
to,5
downtown,5
Seattle,5
Center,5
the,5
Space,5
Needle,5
Ballard,0
Fremont,5
I,5
will,5
likely,5
not,5
be,5
present,5
during,5
your,5
stay,5
but,5
will,5
have,5
a,5
friend,5
or,5
family,5
member,5
available,5
in,5
my,5
absence,5
I,5
am,5
located,5
in,5
the,5
Upper,5
Queen,5
Anne,0
neighborhood,5
Seattle,5
s,5
oldest,5
and,5
most,5
historic,5
neighborhood,5
Yes,5
bus,5
stops,5
just,5
2,5
3,5
blocks,5
away,5
Spacious,5
apt,5
in,5
popular,5
Seattle,5
neighborhood,5
1,5
block,5
to,5
bus,5
and,5
easy,5
access,5
by,5
car,5
to,5
groceries,5
gas,5
freeway,5
stadiums,5
cruise,5
ships,5
Well,5
stocked,5
quiet,5
and,5
restful,5
space,5
for,5
your,5
vacation,5
sorry,5
no,5
accommodations,5
for,5
parties,5
This,5
apartment,5
is,5
in,5
a,5
quiet,5
and,5
friendly,5
city,5
neighborhood,5
and,5
central,5
to,5
so,5
many,5
places,5
by,5
car,5
or,5
transit,5
Easily,5
sleeps,5
1,5
4,5
0s,5
comfortably,5
and,5
has,5
a,5
spacious,5
feeling,5
throughout,5
the,5
entire,5
apartment,5
Enter,5
your,5
apartment,5
through,5
an,5
entry,5
hallway,5
for,5
additional,5
feeling,5
of,5
security,5
We,5
re,5
in,5
a,5
great,5
1,5
being,5
10,5
minutes,5
away,5
from,5
Ballard,0
Magnolia,0
and,5
downtown,5
Seattle,5
The,5
kitchen,3
has,5
a,5
gas,5
stove,5
convection,5
oven,5
and,5
enough,5
tools,5
to,5
handle,5
any,5
kind,5
of,5
cooking,5
We,5
ve,5
also,5
stocked,5
the,5
kitchen,3
with,5
some,5
basic,5
staples,5
like,5
oil,5
balsamic,5
vinegar,5
spices,5
which,5
will,5
simplify,5
your,5
grocery,5
shopping,5
for,5
your,5
stay,5
here,5
in,5
Seattle,5
Guests,5
will,5
have,5
one,5
designated,5
spot,5
for,5
parking,5
in,5
front,5
of,5
the,5
house,5
if,5
you,5
have,5
a,5
car,5
Access,5
to,5
washer,5
dryer,5
o,5
Enjoy,5
our,5
amazing,5
updated,5
modern,5
design,5
cottage,5
located,5
blocks,5
from,5
many,5
of,5
Seattle,5
s,5
best,5
sites,5
The,5
house,5
is,5
surrounded,5
by,5
million,5
homes,5
w,5
easy,5
access,5
to,5
downtown,5
Located,5
on,5
Queen,5
Anne,0
Hill,0
one,5
of,5
Seattle,5
s,5
most,5
sought,5
after,5
neighborhoods,5
Originally,5
built,5
in,5
1906,5
our,5
house,5
has,5
a,5
light,5
filled,5
living,5
room,3
dining,5
area,5
with,5
vaulted,5
ceilings,5
Sound,5
Mountain,5
view,5
We,5
hope,5
you,5
ll,5
enjoy,5
the,5
chef,5
kitchen,3
with,5
gas,5
range,5
stainless,5
steel,5
appliances,5
Richlight,0
counters,5
maple,5
cabinets,5
tile,5
backsplash,5
The,5
bathroom,3
has,5
a,5
6,5
Ft,5
soaking,5
tub,5
double,5
sinks,5
floor,5
to,5
ceiling,5
tile,5
There,5
are,5
hardwood,5
floors,5
throughout,5
the,5
living,5
space,5
The,5
home,5
has,5
two,5
bedrooms,3
with,5
queen,5
sized,5
beds,3
in,5
each,5
as,5
well,5
as,5
one,5
roll,5
away,5
bed,3
Our,5
house,5
is,5
situated,5
in,5
a,5
quaint,5
historic,5
corner,5
of,5
Queen,5
Anne,0
and,5
is,5
accessed,5
by,5
a,5
flight,5
of,5
16,5
easy,5
steps,5
from,5
the,5
street,5
Make,5
yourself,5
at,5
home,5
on,5
the,5
front,5
deck,5
and,5
main,5
floor,5
of,5
the,5
home,5
Andrew,0
and,5
Camille,0
will,5
be,5
the,5
primary,5
contact,5
and,5
are,5
only,5
minutes,5
Stunning,5
Designsponge,0
featured,5
6,5
bed,3
3,5
75,5
bath,5
4,5
0,5
sq,5
ft,5
home,5
in,5
the,5
city,5
s,5
BEST,5
1,5
w,5
free,5
parking,5
for,5
about,5
the,5
same,5
price,5
as,5
a,5
decent,5
hotel,5
in,5
Seattle,5
Walk,5
to,5
all,5
of,5
Queen,5
Anne,0
or,5
drive,5
5,5
min,5
to,5
downtown,5
this,5
is,5
where,5
you,5
want,5
to,5
be,5
Gorgeous,5
LIGHT,5
FILLED,5
Newly,5
Constructed,5
Modern,5
Farmhouse,5
in,5
THE,5
BEST,5
1,5
4,5
level,5
home,5
features,5
4,5
0,5
sq,5
ft,5
of,5
living,5
space,5
with,5
6,5
bedrooms,3
3,5
75,5
baths,5
and,5
up,5
to,5
15,5
separate,5
beds,3
The,5
first,5
level,5
of,5
the,5
main,5
home,5
features,5
an,5
open,5
living,5
area,5
with,5
formal,5
living,5
room,3
dining,5
room,3
family,5
room,3
spacious,5
kitchen,3
half,5
bath,5
coat,5
closet,5
and,5
large,5
open,5
hall,5
with,5
bench,5
seating,5
and,5
cubbies,5
for,5
storage,5
The,5
family,5
room,3
has,5
a,5
comfy,5
pull,5
out,5
sofa,5
bed,3
full,5
size,5
bed,3
The,5
kitchen,3
has,5
an,5
oversized,5
farmhouse,5
style,5
sink,5
6,5
burner,5
Bertazonni,0
range,5
integrated,5
36,5
Liebherr,0
fridge,5
freezer,5
dishwasher,5
coffeemaker,5
microwave,5
and,5
convection,5
oven,5
The,5
second,5
level,5
boasts,5
3,5
large,5
bedrooms,3
the,5
master,5
has,5
a,5
queen,5
bed,3
and,5
we,5
can,5
add,5
in,5
a,5
pack,5
and,5
play,5
f,5
This,5
home,5
is,5
full,5
of,5
light,5
art,5
and,5
comfort,5
5,5
mins,5
to,5
Downtown,5
1,5
min,5
to,5
coffee,5
The,5
Space,5
This,5
is,5
a,5
1000,5
square,5
foot,5
two,5
bedroom,3
one,5
bathroom,3
house,5
This,5
home,5
has,5
a,5
large,5
kitchen,3
and,5
two,5
very,5
large,5
indoor,5
eating,5
spaces,5
The,5
open,5
plan,5
kitchen,3
and,5
living,5
room,3
have,5
two,5
sets,5
of,5
French,5
doors,5
opening,5
to,5
west,5
facing,5
decks,5
with,5
additional,5
seating,5
and,5
lots,5
of,5
room,3
to,5
play,5
The,5
two,5
bedrooms,3
are,5
very,5
comfy,5
with,5
new,5
carpet,5
and,5
separately,5
controlled,5
heating,5
Take,5
advantage,5
of,5
our,5
kitchen,3
for,5
meals,5
or,5
venture,5
out,5
and,5
sample,5
Seattle,5
s,5
restaurants,5
during,5
your,5
stay,5
here,5
Start,5
the,5
morning,5
off,5
right,5
with,5
some,5
coffee,5
on,5
the,5
deck,5
Or,5
head,5
out,5
to,5
Tenth,5
West,5
Storyville,2
Coffee,5
Company,5
or,5
Caffe,0
Fiore,0
Then,5
enjoy,5
a,5
nice,5
leisurely,5
breakfast,5
at,5
The,5
Seattle,5
Grind,5
Macrina,0
Bakery,5
Caf,5
or,5
Bustle,5
All,5
are,5
popular,5
stops,5
near,5
our,5
house,5
Head,5
out,5
for,5
some,5
fresh,5
morning,5
air,5
go,5
for,5
a,5
nice,5
walk,5
at,5
Kerry,0
Park,5
Parsons,0
Gardens,5
or,5
Discovery,5
Park,5
Try,5
Bounty,0
Kitchen,3
Le,0
Reve,5
Bakery,5
Caf,5
or,5
5,5
Spot,5
for,5
lunch,5
Master,5
bedroom,3
suite,5
with,5
1,5
4,5
bath,5
kitchenette,3
hidden,5
within,5
lovely,5
Kinnear,0
Park,3
Mere,5
blocks,5
from,5
Key,5
Arena,5
Space,5
Needle,5
Short,5
ride,5
to,5
Pike,5
Place,5
stadiums,5
convention,5
center,5
Enjoy,5
the,5
quiet,5
or,5
a,5
quick,5
walk,5
to,5
tons,5
of,5
bars,5
restaurants,5
shops,5
PLEASE,5
MAKE,5
SURE,5
TO,5
READ,5
ALL,5
INFO,5
BEFORE,5
BOOKING,5
If,5
you,5
need,5
info,5
on,5
anything,5
not,5
mentioned,5
in,5
the,5
listing,5
just,5
ask,5
Pricing,5
varies,5
daily,5
based,5
on,5
demand,5
but,5
the,5
calendar,5
is,5
always,5
up,5
to,5
date,5
Simply,5
enter,5
your,5
travel,5
dates,5
into,5
the,5
calendar,5
to,5
check,5
pricing,5
and,5
availability,5
The,5
guest,5
room,3
is,5
fairly,5
large,5
very,5
private,5
and,5
has,5
lots,5
of,5
0ality,5
It,5
s,5
approx,5
250,5
sq,5
ft,5
completely,5
separate,5
from,5
the,5
rest,5
of,5
the,5
apartment,5
and,5
includes,5
a,5
full,5
size,5
bed,3
kitchenette,3
vanity,5
area,5
with,5
sink,5
and,5
two,5
closets,5
that,5
are,5
exclusively,5
for,5
your,5
use,5
my,5
guests,5
enjoy,5
complete,5
privacy,5
You,5
ll,5
have,5
pretty,5
much,5
everything,5
you,5
need,5
hangers,5
shelves,5
organizers,5
extra,5
sheets,5
towels,5
first,5
aid,5
kit,5
umbrella,5
hairdryer,5
and,5
iron,5
ironing,5
board,5
Th,5
Beautiful,5
private,5
entrance,5
garden,5
suite,5
overlooking,5
Elliot,0
Bay,0
Off,5
street,5
covered,5
parking,5
available,5
convenient,5
to,5
public,5
transportation,5
Close,5
to,5
Seattle,5
Center,5
SPU,5
Whole,5
Foods,5
Pikes,5
Mkt,5
Complimentary,5
meal,5
at,5
local,5
cafe,5
bar,5
The,5
Sitting,5
Room,3
French,5
Country,5
style,5
home,5
built,5
in,5
1939,5
with,5
spectacular,5
view,5
of,5
Elliot,0
Bay,0
latest,5
remodel,5
in,5
2015,5
The,5
private,5
room,3
and,5
bath,5
is,5
located,5
on,5
the,5
garden,5
level,5
with,5
separate,5
entrance,5
on,5
the,5
west,5
side,5
Room,3
includes,5
full,5
size,5
bed,3
seating,5
area,5
mini,5
fridge,5
and,5
wireless,5
internet,5
Large,5
bathroom,3
with,5
shower,5
pedestal,5
sink,5
and,5
heated,5
floor,5
Bedding,5
and,5
towels,5
provided,5
On,5
site,5
off,5
street,5
covered,5
parking,5
available,5
Reservation,5
includes,5
a,5
complimentary,5
meal,5
at,5
The,5
Sitting,5
Room,3
a,5
local,5
neighborhood,5
bistro,5
owned,5
by,5
hosts,5
No,5
smoking,5
indoors,5
Private,5
entrance,5
to,5
space,5
has,5
keypad,5
on,5
door,5
Access,5
is,5
to,5
private,5
room,3
space,5
only,5
Guests,5
may,5
park,5
in,5
covered,5
car,5
port,5
and,5
